id,Skin Care Clinic,Location,Services,Product,Rep_Name,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Total_Revenue
870,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Alexander North,7/26/2021,332839667,7/27/2021,81,2000,2285095.89
871,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Felicity Arnold,7/29/2021,612911641,8/31/2021,67,900,466801.8
872,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Colin Knox,7/30/2021,105390059,8/25/2021,77,500,1257855.5
873,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Sarah MacDonald,7/31/2021,219607102,8/13/2021,67,1200,259883.65
874,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Sean Bower,8/2/2021,994566810,9/1/2021,77,500,673667.5
875,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Donna Simpson,8/4/2021,676121222,9/9/2021,77,500,1676249.3
876,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Caroline Bond,8/5/2021,613542068,8/11/2021,98,280,4044659.43
877,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Richard White,8/7/2021,689975583,8/12/2021,66,700,2032794.64
878,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Tracey Wilkins,8/9/2021,579379737,8/26/2021,66,700,49524.32
879,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Bernadette Poole,8/16/2021,606970441,9/16/2021,81,2000,3188975.37
880,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Joseph Brown,8/16/2021,461463820,8/20/2021,57,900,963491.24
881,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Alan Lambert,8/17/2021,328236997,9/10/2021,66,700,376793.28
882,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Kevin Springer,8/17/2021,334612929,10/3/2021,67,600,674762.88
883,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Sophie Parsons,8/18/2021,170214545,8/19/2021,57,900,1405181.26
884,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Keith Parr,8/18/2021,469414317,8/19/2021,77,500,1847803.1
885,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Madeleine Thomson,8/21/2021,421043574,9/7/2021,71,600,409058.65
886,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Steven King,8/30/2021,635309588,10/14/2021,98,280,455641.2
887,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,William Glover,9/4/2021,474178349,9/26/2021,67,1200,415946.7
888,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Oliver Miller,9/14/2021,752716100,10/12/2021,67,1200,202896.2
889,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Nathan Grant,9/20/2021,196587741,10/28/2021,81,2000,2302678.56
890,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Katherine Rees,9/21/2021,352327525,10/27/2021,81,2000,266639.73
891,Skin Care Clinic,"Caturay, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Natalie Pullman,9/23/2021,308168065,10/18/2021,94,700,287734.24
892,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Dan Terry,10/4/2021,823444449,10/30/2021,57,900,672625.96
893,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Sean Sanderson,10/7/2021,654480731,11/8/2021,57,900,654292.82
894,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Andrea Dowd,10/13/2021,410067975,11/20/2021,77,500,1456561.7
895,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Nicholas Dyer,10/15/2021,927232635,11/24/2021,71,600,620902.81
896,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Connor Bond,10/15/2021,916881453,11/28/2021,77,500,915776.4
897,Skin Care Clinic,"Abagon, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Adam Peters,10/17/2021,941323029,10/27/2021,98,280,67717.14
898,Skin Care Clinic,"Abagon, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Sarah Ross,10/21/2021,252557933,11/4/2021,98,280,59338.8
899,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Hannah Rutherford,10/30/2021,855445134,12/6/2021,98,280,1721311.2
900,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Sean Glover,10/31/2021,246222341,12/9/2021,66,700,387259.76
901,Skin Care Clinic,"Abagon, Gerona, Tarlac",Skin Peeling,Provamed Gluta,Anthony Miller,10/31/2021,792983996,12/2/2021,98,280,4114.53
902,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Leah Turner,11/1/2021,884216010,11/2/2021,81,2000,5360193.67
903,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Jessica Wallace,11/5/2021,947779643,12/5/2021,71,600,646729.49
904,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Victoria MacLeod,11/5/2021,584072101,11/5/2021,66,700,2238550.32
905,Skin Care Clinic,"Abagon, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Owen Allan,11/6/2021,245042169,12/15/2021,94,700,21253.74
906,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Madeleine Peters,11/8/2021,901573550,12/23/2021,66,700,1149525.84
907,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Benjamin Pullman,11/15/2021,596628272,12/30/2021,81,2000,674251.02
908,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Molly Jackson,11/17/2021,702186715,12/22/2021,81,2000,1007751.16
909,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Charles Howard,11/20/2021,107172334,12/23/2021,55,500,1543316
910,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Julian May,11/24/2021,143657672,1/8/2022,81,2000,229225.92
911,Skin Care Clinic,"Abagon, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Andrea Sharp,11/26/2021,195177543,12/23/2021,94,700,58097.91
912,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Audrey Dyer,11/26/2021,962186753,1/12/2022,81,2000,866746.19
913,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Boris Piper,12/3/2021,653148210,1/21/2022,55,500,4338772.8
914,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Olivia Mitchell,12/4/2021,817192542,12/22/2021,57,900,660609.28
915,Skin Care Clinic,"Caturay, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Hannah King,12/5/2021,446991050,1/16/2022,94,700,375923.2
916,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Oliver Welch,12/5/2021,825143039,12/20/2021,55,500,3067832.4
917,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Neil Welch,12/8/2021,109653699,1/6/2022,71,600,639210.33
918,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Theresa Campbell,12/9/2021,726708972,1/26/2022,98,280,3454857.21
919,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Jan Tucker,12/10/2021,173571383,1/11/2022,71,600,203017.32
920,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Amy Glover,12/10/2021,635122907,12/13/2021,66,700,1490069.36
921,Skin Care Clinic,"Caturay, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Sam Blake,12/11/2021,801213872,1/28/2022,94,700,638632.32
922,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Lucas Walsh,12/12/2021,613830459,1/16/2022,77,500,1013689.6
923,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Ella Bell,12/12/2021,206435525,1/27/2022,66,700,1969229.92
924,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,David Ellison,12/13/2021,973208701,12/28/2021,81,2000,1962040.72
925,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Connor Sharp,12/16/2021,677394092,12/29/2021,66,700,1230449.6
926,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Pippa Kelly,12/17/2021,600370490,1/25/2022,71,600,149075.52
927,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Ava Hodges,12/19/2021,169754493,1/20/2022,81,2000,1941908.22
928,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Dylan Anderson,12/23/2021,326714789,1/21/2022,87,2000,682303.67
929,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Rose Kelly,12/24/2021,827506387,1/30/2022,55,500,2791084.8
930,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Una Berry,12/27/2021,826916301,1/7/2022,57,900,271761.84
931,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Emily Rampling,1/9/2022,917834603,1/13/2022,67,1200,308899.5
932,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Sean Carr,1/11/2022,214743077,2/18/2022,71,600,498798.19
933,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Neil Reid,1/12/2022,141812741,1/24/2022,87,2000,2862719.16
934,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Leonard McGrath,1/13/2022,596870315,2/18/2022,87,2000,922346.1
935,Skin Care Clinic,"Caturay, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Faith Dickens,1/13/2022,551136291,1/13/2022,94,700,254731.68
936,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Stephanie Lambert,1/14/2022,586165082,1/27/2022,55,500,3553561.6
937,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Wanda Clark,1/16/2022,936387765,2/28/2022,98,280,2870117.67
938,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Yvonne Black,1/23/2022,607261836,2/22/2022,87,2000,753140.29
939,Skin Care Clinic,"San Pascual, Tarlac",Skin Peeling,Provamed Gluta,Dorothy Mills,1/26/2022,760364902,2/24/2022,98,280,3259522.14
940,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Sarah Peake,1/29/2022,348286616,2/13/2022,57,900,709292.24
941,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Penelope Tucker,1/30/2022,397877871,3/20/2022,67,1200,463064.55
942,Skin Care Clinic,"Caturay, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Isaac Brown,2/1/2022,605373561,3/2/2022,94,700,256152.32
943,Skin Care Clinic,"Maliwalo, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Leonard White,2/2/2022,276694810,2/16/2022,71,600,735406.54
944,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Amelia James,2/3/2022,877259004,2/16/2022,77,500,1910747.3
945,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Melanie Clarkson,2/5/2022,947434604,2/19/2022,57,900,894780.48
946,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Provamed Gluta,David Hart,2/9/2022,580854308,3/18/2022,98,280,2764223.28
947,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Simon Thomson,2/10/2022,146263062,2/16/2022,87,2000,875877.45
948,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Sue Ellison,2/13/2022,228836476,3/13/2022,87,2000,1015114.74
949,Skin Care Clinic,"Caturay, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Adrian Bailey,2/16/2022,891271722,2/22/2022,94,700,651636.64
950,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Natalie Bell,2/17/2022,140635573,3/21/2022,57,900,931446.76
951,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Jake Davidson,2/17/2022,866004025,3/4/2022,67,1200,412387.95
952,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Mary Newman,2/17/2022,157244670,3/15/2022,55,500,457748.4
953,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Sue Glover,2/18/2022,682831895,3/16/2022,67,1200,189183.15
954,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Provamed Gluta,Julian Simpson,2/19/2022,531067359,2/20/2022,98,280,1471552.32
955,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Eric Buckland,2/25/2022,155710446,2/25/2022,57,900,1083966.16
956,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Phil Henderson,2/28/2022,522921168,3/2/2022,57,900,438916.94
957,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Piers Dickens,2/28/2022,886628711,3/31/2022,67,1200,94567.85
958,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Provamed Gluta,Neil Hodges,3/1/2022,738839423,3/31/2022,98,280,3315633.51
959,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Samantha Pullman,3/2/2022,574441039,4/6/2022,55,500,3814132.8
960,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Julian Springer,3/6/2022,866792809,3/18/2022,87,2000,321791.22
961,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,James Arnold,3/8/2022,298856723,4/3/2022,66,700,1838016
962,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Ella Hart,3/8/2022,398511302,4/20/2022,87,2000,4814885.35
963,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Dan Kerr,3/10/2022,903278148,4/3/2022,77,500,1837312.4
964,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Mary Manning,3/13/2022,522371423,4/8/2022,87,2000,25480.86
965,Skin Care Clinic,"Abagon, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Sophie Hill,3/14/2022,688344371,4/28/2022,94,700,48991.83
966,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Abigail Ogden,3/20/2022,177950036,4/29/2022,87,2000,1254970.5
967,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Felicity Payne,3/23/2022,141977107,4/18/2022,87,2000,1977073.56
968,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Heather Payne,3/23/2022,630488908,4/30/2022,77,500,932643.8
969,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Keith Metcalfe,3/27/2022,733528649,3/30/2022,87,2000,958660.14
970,Skin Care Clinic,"Maliwalo, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Elizabeth Piper,3/30/2022,604041039,5/15/2022,71,600,655638.06
971,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Sonia Lawrence,4/2/2022,798784863,5/2/2022,55,500,3080948.4
972,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Madeleine Ross,4/4/2022,607190167,5/18/2022,67,1200,470656.55
973,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Provamed Gluta,Theresa Hart,4/9/2022,919890248,5/18/2022,98,280,2033931.69
974,Skin Care Clinic,"Abagon, Gerona, Tarlac",Laser Hair Removal,Vitamin E Cream,Olivia Churchill,4/15/2022,105966842,5/19/2022,94,700,63425.34
975,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,D' Klenz Bar,Adrian Mills,4/15/2022,954092919,5/11/2022,57,900,947777.12
976,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Kimberly Abraham,5/3/2022,129268586,6/21/2022,77,500,473521.4
977,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Isaac Parr,5/8/2022,228097045,6/17/2022,55,500,3427210.8
978,Skin Care Clinic,"Abagon, Gerona, Tarlac",Laser Hair Removal,Vitamin E Cream,Tracey Churchill,5/15/2022,521787345,6/25/2022,94,700,68342.25
979,Skin Care Clinic,"Maliwalo, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Rebecca Metcalfe,5/21/2022,692956054,6/23/2022,71,600,813213.5
980,Skin Care Clinic,"Caturay, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Jane Howard,5/22/2022,958937633,7/5/2022,94,700,1072036.8
981,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Trevor Bell,5/22/2022,927766072,6/20/2022,87,2000,832018.74
982,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Kylie Marshall,5/29/2022,148871457,7/6/2022,77,500,663793.9
983,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Pippa Vance,5/29/2022,866053378,6/22/2022,55,500,1440574
984,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Amy Alsop,6/1/2022,944415509,6/23/2022,67,1200,113452.95
985,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Max Rutherford,6/2/2022,721767270,7/18/2022,77,500,1199025.3
986,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Joshua Murray,6/5/2022,629709136,6/6/2022,77,500,777957.4
987,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Austin McGrath,6/9/2022,811701095,7/19/2022,87,2000,6021738.87
988,Skin Care Clinic,"Caturay, Gerona, Tarlac",Skin Peeling,Vitamin E Cream,Adam Lewis,6/9/2022,763920438,7/10/2022,94,700,1080560.64
989,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Adam Hunter,6/9/2022,869832932,7/25/2022,87,2000,1168804.23
990,Skin Care Clinic,"Maliwalo, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Victor Howard,6/18/2022,109358012,7/10/2022,71,600,26235.33
991,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Paul Peters,6/20/2022,674421346,6/29/2022,44,500,2237589.6
992,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Eric Hughes,6/27/2022,408834159,7/18/2022,87,2000,1281581.28
993,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Molly Gibson,7/2/2022,256243503,7/23/2022,87,2000,4559772.42
994,Skin Care Clinic,"Maliwalo, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Sarah Vance,7/6/2022,377938973,7/11/2022,71,600,767935.08
995,Skin Care Clinic,"Abagon, Gerona, Tarlac",Laser Hair Removal,Vitamin E Cream,Richard Paterson,7/8/2022,701816356,7/30/2022,94,700,17820.3
996,Skin Care Clinic,"Maliwalo, Tarlac",Cauteri Warts Removal,Vape Pure Cee 15%,Nicholas Lawrence,7/9/2022,803517568,7/21/2022,71,600,617797.07
997,Skin Care Clinic,"Ramos, Tarlac",Laser Hair Removal,Ketoconazole,Wendy Poole,7/18/2022,306859576,7/19/2022,87,2000,3624028.21
998,Skin Care Clinic,"Abagon, Gerona, Tarlac",Laser Hair Removal,Vitamin E Cream,Julian Underwood,7/23/2022,987714517,9/11/2022,94,700,51594.9
999,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Faith Ross,7/26/2022,461065137,8/19/2022,44,500,3617830
1000,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Provamed Gluta,Pippa Marshall,7/26/2022,614994323,9/12/2022,98,280,3940874.49
1087,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Faith Ross,7/26/2022,461065137,8/19/2022,44,500,3617830
1088,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Provamed Gluta,Pippa Marshall,7/26/2022,614994323,9/12/2022,98,280,3940874.49
1089,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Faith Ross,7/26/2022,461065137,8/19/2022,44,500,3617830
1090,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Illumina,Pippa Marshall,7/26/2022,614994323,9/12/2022,45,500,3940874.49
1091,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Faith Ross,7/26/2022,461065137,8/19/2022,44,500,3617830
1092,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Illumina,Pippa Marshall,7/26/2022,614994323,9/12/2022,40,500,3940874.49
1093,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Faith Ross,7/26/2022,461065137,8/19/2022,44,500,3617830
1094,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Illumina,Pippa Marshall,7/26/2022,614994323,9/12/2022,40,500,3940874.49
1095,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Faith Ross,7/26/2022,461065137,8/19/2022,44,500,3617830
1096,Skin Care Clinic,"San Pascual, Tarlac",Laser Hair Removal,Illumina,Pippa Marshall,7/26/2022,614994323,9/12/2022,40,500,3940874.49
